Device,Time,Date,(1) Map,(1) Waits,(1) Shows,(1) Tips,(1) Bonus,(1) Game,(2) Not work as expected?,If yes...,(3) Influence?,If yes...,(4) Enough time?,If no...,(5) Overall Experience,(5a) Why?,(6) Merchandise Locations,(6a) What drove decision?,(7) Amount on merchandise,(8) F&B Locations,(8a) What drove decisions?,(9) Amount on F&B,(10) Meals eaten,(11) Attractions visisted,(13) Experience #1,(13) Experience #2,(13) Experience #3,(14) Age of user,(14) Gender of user,(15) Paper map?,(16) Paper schedule?,(17) Get lost?,(18) How closely did you follow plan?,(18a) What diverted original plans?,(19) Ride because of low wait times?,(19a) If yes....,(20) Get fast passes?,(20a) If yes...,(20c) Use them?,(20c) If no...,(21) Group split?,(21a) If yes...,(21b) Who kept the device?,(22) Other comments?
73,21:00:00,4/21/2011,3,5,4,2,2,3,no,,yes,,no,,good,should have a GPS,Walt disney studio store,weather conditions and bonus,50,Disney blockbuster cafe,,,,,,,,,,,,,,,,,,,,,,,,
74,17:15:00,4/25/2011,7,5,0,2,5,4,No,,No,,No,It is not possible to reach in time -you are in the que,Good,Some features are not useful,"The Emporium, Walt Disney Studios Store",Merchandise offerings,80,Restaurant Hakuna Matata,Proximity,50,Lunch  , ,Mission,,,25-30,Male,Yes,Yes,Never,Does not apply did not have a plan,Long waits,No,,No,,,,No,,,Maps could be zoomed more
74,20:05:00,4/26/2011,7,7,7,7,7,7,no,,no,,no,too far away/other park,Excellent,,"Tower hotel gifts, world of toys",,,Buzz lightyears pizza planet,Proximity,70,Lunch, ,Helpfulness of staff,Buzz Lightyear,Movie tour,37,Male,no,no,never,not at all,,no,,yes,Buzz lightyear,yes,,no,,,Excellent Device
74,18:45:00,4/27/2011,7,6,0,6,0,6,n,,,,n,Information came too late,Very Good,Maps & waits are very useful,,"Merchandise offerings, Store Look and feel, Proximity",100,Cinema next to Buzz Lightyear,Proximity,35,Lunch,Alice's Curious Labyrinth,Space Mountain,Star Tours,Phantom Manor,11 & 46,F,n,n,Never,Closely,Long Waits,y,"Teacups, Casey Junior",y,Buzz Lightyear & Star Tours,y,y,y,height restrictions ,mother (46 year-old female),"Need to be able to read in sunlight. Otherwise, brilliant."
74,18:43:00,4/27/2011,7,6,0,6,0,6,n,,,,n,Information came too late,Very Good,Maps & waits are very useful,,"Merchandise offerings, Store look and feel, Proximity",100,Cafe Hyperion,Proximity,35,Lunch,Alice's Curious Labyrinth,Space Mountain,Star Tours,Phantom Manor,11 & 46,f,n,n,Never,Closely,Long waits,y,"Teacups, Casey Junior",y,Buzz Lightyear & Star Tours,y,,y,Height restriction,Mother (46 year-old female),"Need to be able to read in sunlight. Otherwise, brilliant."
74,22:40:00,4/30/2011,7,7,7,4,7,4,No,Batterie Faible,No,,Yes,,Very Good,Utile pour lo plan et reduction,Plaza West Shop,Merchandise offerings ,100, ,Food offerings,60,lunch adn dinner,"La Cabane des Robinson, Le pays des contes de fees, alice's curious labyrinth, its a small world",Pirates of the carribean,The train,star tour,38,F,No,No,Once,loosely,long waits and bonuses,Yes,pirates of the carribean (a 12:00),yes,Peter pan and buzz lightyear,Yes,,No,,,Indiquez le WC
74,19:45:00,4/21/2011,6,6,5,6,5,5,yes,"more zoom in, better GPS location",no,,no,bonuses not that impressive,very good,I wanted more zoom in and better bonuses,"The emporium, thunder mesa mercantile",store look and feel,90,agrabah cafe restaurant,"wait time, proximity",40,Morning snack and afternoon snack,"la cabane des robinson, le pays des contes de fees, its a small world",pter pan,adventure island,indiana jones,40,male,yes,yes,once,loosely,long waits,no,,yes,peter pan,yes,,no,,,"when seeing the map and click to my attraction, the info should include waiting times as well. Just listing of the waiting times is not that helpful"
75,19:45:00,4/25/2011,2,5,6,2,5,1,Yes,It got started by itself,No,,No,,Just Okay,Incomplete map- toilets are not mentioned,My group has not purchased any merchandise at the disneyland paris resort today,,,Restaurant Hakuna Matata,Food Offerings,26,Lunch and afternoon snack,"Le pays des contes de fees, alice's Curious labyrinth, Its a small world",Buzz Lightyear,Haunted Mansion, ,37,Male,No,No,Never,Does not apply did not have a plan,Long waits,Yes,Le pays des contes de fees,Yes,Buzz,Yes, ,No,,,More details about waiting times
75,19:45:00,4/26/2011,0,7,7,4,7,5,no,,no,,yes,,Excellent,,Les legends de hollywood,proximity,100,Disney's blockbuster cafe,Food offerings and proximity,60,Lunch,"Stitch live, flying carpets over agrabah, studio tram tour, rock n roller coaster, tower of terror, Moteurs action stunt show",tower of terror,zig zag,cars,33,Female,no,no,never,loosely,long waits,yes,tapis volants,yes,tower of terror and rock n roller coaster,yes,,yes,ages,,
75,19:20:00,4/29/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,13:22:00,4/30/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,18:29:00,4/24/2011,7,4,5,2,0,1,no,,yes,,no,,very good,Utilization de les corte/Spectacle,My group has not purchased any merchandise at the Disneyland Paris Resort today,,0,Disney Blockbuster cafe,"Food offerings, wait times, and price",20,lunch and afternoon snack,"Armageddon, moteurs action stunt show",Moteurs action stunt show,armageddon,le train de la mine,33/27,Female,yes,yes,once,not at all,long waits,no,,yes,train de la mine and peter pan,yes,,no,,,
76,19:35:00,4/25/2011,7,7,3,2,0,7,Yes,La tra ducciou,Yes,Nos oriueta el intio,No,No vos duies cuerta,Very Good,Poque fue vey sleua,Indiana Jones,Wait time,60,Cowboy cookout BBQ ,"Food offerings, and store look and feel",50,evening snack,,Pirates of the Carribean,Haunted Mansion,Barto,9,Female,No,No,Never,Loosely,Long waits,Yes,Barto and haunted mansion,No, ,,,,,,No agrdeados
76,19:55:00,4/26/2011,6,7,4,2,4,5,yes,bonuses were too late,no,,,,good,,"Indiana Jones adventure outpost, Disney Store",Store look and feel,200,Au chalet de la marionette,Food offerings  ,50,lunch and evening snack,Alice's curious labyrinth,Pirates of the caribbean,railroad,its a small world,17-20,female,yes,yes,never,closely,long waits,yes,tea cups,no,,,,no,,,show the toilets on the map
76,17:45:00,4/27/2011,7,7,6,6,3,3,,,y,,n,,Very Good,,My group has not purchased and merchandiseat the Disneyland Paris Resortthis trip-- Skip to question 8,,,Restaurant Hakuna Matata,Food Offerings,40,Lunch,"La Cabane des Robinson, it's a small world, Alice's Curious Labyrinth",,,,34,f,n,n,Never,Not at all,Tired Children,y,Alice's Curious Labyrinth,n,,,,n,,,
76,17:45:00,4/27/2011,7,7,6,6,3,3,n,,y,,n,,Very Good,,My group has not purchased and merchandiseat the Disneyland Paris Resortthis trip-- Skip to question 8,,,Restaurant Hakuna Matata,Food offerings,40,Lunch,"La Cabane des Robinson, it's a small world, Alice's Curious Labyrinth",,,,34,f,n,n,Never,Not at all,Tired children,y,Alice's Curious Labyrinth,n,,,,n,,,
76,21:35:00,4/21/2011,7,5,0,0,0,5,no,,no,,no,,very good,,My group has not purchased any merchandise at the disneyland paris resort today,,,Pizzeria bella notte,proximity,40,"morning snack, lunch, afternoon snack","Alice's curious labyrinth, its a small world",space mountain,pirates of the carribean,indiana jones,21,male,yes,no,once,loosely,long waits,yes,space mountain,no,,,,no,,,pretty cool samsung galaxy S
77,19:40:00,4/23/2011,6,6,6,1,7,4,No,,No,,Yes,Pizza/Achat,Excellent,,,"Merch. Offerings, Store Look and Feel, Bonuses",150,,"Food offerings, Wait times, price",30,"Lunch, afternoon snack",It's a small world,Buzz,Pirates des Carribean,Le Monde des poupee,21,F,Yes,Yes,Never,N/A,,No, ,No,, ,,No,,,The device doesn't give the real waiting time.
77,15:23:00,4/28/2011,7,5,6,3,5,5,,,y,,y,,Good,,My group has not purchased and merchandiseat the Disneyland Paris Resortthis trip-- Skip to question 8,,20,Fuente del Oro Restaurante,Food Offerings,90,Lunch,,,,,30,f,n,n,Never,Not at all,Long Waits,n,,n,,,,n,,,The device could indicate the number of remaining seats for the various shows.
77,15:23:00,4/28/2011,7,5,6,3,4,5,n,,y,,y,,Good,,My group has not purchased and merchandiseat the Disneyland Paris Resortthis trip-- Skip to question 8,Store Look and feel,20,Fuente del Oro Restaurante,Food offerings,90,Lunch,,,,,30,f,n,n,Never,Not at all,Long waits,y,,n,,,,n,,,The device could indicate the number of remaining seats for the various shows.
77,21:00:00,4/21/2011,7,7,4,4,2,6,yes,it turned off several times,no,,no,,very good,more useful than an actual map,"The emporium, indiana jones adventure outpost, thunder mesa mercantile",,150,Au chalet de la marionette,proximity,150,"lunch, afternoon snack and dinner","Alice's curious labyrinth, its a small world",parade,star tours,peter pan,14,male,no,no,never,does not apply did not have a plan,,yes,star tour,no,,,,no,,,it was nice to try the device. very handy
78,17:45:00,4/24/2011,5,7,5,4,4,4,yes,,yes,wait times,yes,,very good,9/10/2011,,Store look and feel,200,Cafe Hyperion,wait times,100,"morning snack, lunch and afternoon snack",its a small world,Thunder Mountain,indiana jones,,10,male,yes,yes,never,closely,tired children,yes,indiana jones,yes,"Buzz lightyear, star tours",yes,,yes,,,
78,19:30:00,4/26/2011,3,3,3,3,3,3,no,,no,,no,,good,,My group has not purchased any merchandise at the Disneyland Paris Resort today,,,My group has not purchased any meals or snacks at the Disneyland Paris resort today,other,,Lunch,Alice's curious labyrinth,,,,16,Male,yes,yes,never,closely,long waits,no,,,,,,no,,,
78,16:48:00,4/27/2011,4,5,5,3,2,2,n,,n,,n,Easy to use,Good,,,Bonus,80,,Bonus,,,"Rock 'n' Roller Coaster, Tower of Terror, Studio Tram Tour",,,,,,,,,,,,,,,,,,,,
78,16:48:00,4/27/2011,4,5,5,3,2,2,n,,n,,n,Easy to use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,19:29:00,4/27/2011,6,7,0,1,3,5,n,,n,,n,,Very Good,Useful,,"Other - when you leave an attraction, there are often stores",30,My group has not purchased any meals or snacks at the Disneyland Paris Resortthis trip - Skip to question 9,,,,"Captain EO, Rock 'n' Roller Coaster, Tower of Terror",Tower of Terror,Rock 'n' Roller ,Crush's Coaster,14,m,n,n,Never,Does not apply (did not have a plan),,n,,y,Space Mountain,y,,n,,,
78,,4/29/2011,7,7,7,7,0,7,No,,No,,No,,Very Good,All in one,My group has not purchased any merchandise at the Disneyland Paris Resort today,,,Au Chalet de la marionette,Proximity,35,Lunch,"Its a small world, studio tram tour, cinemagique, armageddon",Its a small world,Space mountain,Cinemagique,11,Female,no,no,never,Loosely,other - short times,yes,space mountain and star tours,yes,peter pan,yes,,yes,child didn't want to do space mountain,11/Female,1. Needs restaurant info 2. longer games 3. more detail in map 4. Historical trivia
78,16:40:00,4/30/2011,7,7,4,6,7,7,No,,Yes,Able to see wait times,No,Chose not to,Excellent,Lots of information,Walt disney studios store,Store look and feel,50,My group has not purchased any meals or snacks at the Disneyland Paris Resort today,Other- outside,0,,"Art of Disney Animation, flying carpets over agrabah, studio tram tour, Armageddon, rock n roller coaster, Moteurs Action stunt show",Rock n roller coaster,Moteurs,studio tram tour,35,M,No,No,Never,Does not apply - did not have a plan,Long waits,yes,art of disney/tram tour,No,,,,Yes,Height issue,Daddy,Would like to use again tomorrow
78,20:03:00,4/21/2011,6,7,5,1,1,5,yes,did not have same detail as paper map,yes,went to less ques,no,,good,,,,80,Restaurant en coulisse,wait time ,,evening snack,,leaving,,,10,female,yes,no,never,not at all,long waits and tired children,yes,big thunder mountain railroad,yes,,no,,no,,,
79,19:10:00,4/24/2011,7,7,3,3,7,4,yes,moment porir unique localization,no,,yes,Pui manger,very good,parce que c'est true interessat,Plaza West Shop,Bonus,20,Restaurant Hakuna Matata,Bonus,20,lunch  ,"la cabane des robinson, le pays des contes de fees, alice's curious labyrinth, its a small world",Pirates of the carribean,its a small world,alice's curious labyrinth,"29,33",,no,no,never,does not apply did not have a plan,bonus,yes,,no,,,,no,,,none
79,2130,4/25/2011,6,6,6,7,4,1,No,,Yes,No vamos a las actividades segun el tiempo,Yes,,Good,Fue util para la question del tiempo,Casa Buzz Main Street,Merchandise offerings and store look and feel,100,Fuente del oro restaurante,Food offerings and price,60,Breakfast and afternoon snack,,Buzz Lightyear,Its a small world,,28,Male,Yes,Yes,Never,,,Yes,Dumbo/zigzag,Yes,"Perter Pan, Buzz lightyear",Yes,,No,,,
79,19:00:00,4/26/2011,6,6,4,1,6,1,no,,yes,used it to watch que,yes,,very good,,Walt Disney Studio Store,Store look and feel and bonus,400,"Cowboy cookout barbeque, fuente del oro restaurante, disney blockbuster cafe, restaurant en coulisse",Wait time,,"Lunch, afternoon snack, dinner, evening snack","Captain EO, Art of disney animation, stitch live, flying carpets over agrabah, studio tram tour, cinemagique, armageddon, rock n roller coaster, tower of terror, moteurs action stunt show",,,,41,Male,yes,no,never,closely,long waits,yes,,yes,,yes,,yes,scary for the young ones,The ones on the ground,like
79,17:50:00,4/27/2011,6,6,4,4,2,4,n,,,,n,,Very Good,,My group has not purchased and merchandiseat the Disneyland Paris Resortthis trip-- Skip to question 8,,0,My group has not purchased any meals or snacks at the Disneyland Paris Resortthis trip - Skip to question 9,,,Breakfast,it's a small world,,,,,,,,,,,,,,,,,,,,
79,15:52:00,4/29/2011,7,7,7,5,0,5,No,,No,,,,Very Good,,,Merchandise offerings and store look and feel,200,,Food offerings,50,Afternoon snack,Alice's Curious Labyrinth,Fairy land,Its a small world,Disney Princesses,37,Female,Yes,no,never,,Long waits,yes,,no,,,,no,,,none
79,19:25:00,4/30/2011,5,6,4,4,7,6,No,,No,,No,fast pass pour le 2em parc,Very good,Acces plus direct,The emporium,Merchandise offerings proximity and bonus,60,,Price,165,Lunch and dinner,"its a small world, captain eo, alice's curious labyrinth, studio tram tour",Studio tram ,indiana jones,Peter pan,33,Male,Yes,Yes,Never,Loosely,Long waits and bonus,yes,studio tram tour,yes,peter pan,yes,,no,,homme 33 am,"Prevois les points pour WC. Boutiques, Nourritures"
79,16:15:00,4/21/2011,4,4,2,1,0,3,no,,no,,no,,good,,My group has not purchsed any merchandise at the disneyland paris resort today,,,My group has not purchased any meals or snacks at the disneyland paris resort today,,,,,indiana jones,rock n roller coater,dumbo,31,male,,no,never,does not apply did not have a plan,,yes,,no,,no,,no,,,
80,16:30:00,4/24/2011,6,6,5,5,4,6,No,,No,,No,offires totre porition,Good,10/20/2011,"The Emporium, and Disney Store",Merchandise offerings,300,Agrabah cafe restaurant,Food offerings ,70,Lunch,"La Cabane des robinson, le pays des contes de fees, Its a small world",Circus train,La pays des contes de fees,Peter pan,57,M,No,No,Never,Closely,Long waits,Yes,La pays des contes de fees,Yes,Peter pan,No,trep tard,No,,,
80,21:15:00,4/26/2011,7,7,2,1,3,5,yes,plus the batterie-bug,yes,mains de queue,yes,,good,on s'en est servi tour le temps,World of toys,"Merchandise offerings, store look and feel  ",50,"Colonel Hathis pizza planet, Cafe Hyperion",Bonus and proximity,90,Breakfast lunch and afternoon snack,"La cabane des robinson, alic'es curious labyrinth, its a small world, captain eo, studio tram tour, rock n roller coaster, tower of terror",Studio tram tour,tower of terror,rock n roller coaster,16,female,yes,yes,never,closely,long waits and bonus,no,,yes,buzz lightyear,yes,,no,,,"blou mals faudrait, indique les lieue comme reotoet hileltes"
80,18:20:00,4/27/2011,7,6,6,3,0,6,n,,n,,n,not used,Good,,,Merchandise offerings,30,,Food offerings,100,"Breakfast, Lunch","Stitch Live!, Playhouse Disney Live on Stage",Buzz Lightyear,Zig Zag,RC Racer,7,f,y,n,Once,Loosely,Long Waits,n,,n,,,,n,,,Should add regular updating.
80,16:40:00,4/29/2011,7,7,7,0,7,7,Yes,Problem with the digital screen,No,,Yes,,Very Good,,My group has not purchased any merchandise at the Disneyland Paris Resort today.,,,Restaurant en Coulisse,Price and wait times,45,Afternoon snack,"Studio tram tours, Moteurs action stunt show",,,,32,Male,No,no,never,Does not apply did not have a plan,long waits,yes,studio tram tour,yes,Buzz lightyear,no,pas le temps,no,,,
80,20:00:00,4/30/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,16:30:00,4/28/2011,6,6,5,5,4,6,no,,no,,no,,good,10/20/2011,"The Emporium, Disney Store",Store look and feel and proximity,300,Agrabah cafe restaurant,food offerings  ,70,Lunch,"La cabane des robinson, le pays des contes de fees, alIts a small world",Disney Train,La pays des contes de fees,Peter Pan,57,Male,no,no,never,closely,long waits,yes,la pays des contes de fees,yes,peter pan,no,Trop tard.,no,,,
81,20:00:00,4/24/2011,4,6,0,0,0,5,no,,yes,sela las climax d'attente,no,,good,plan petit/ manque de bonus,,,0,Non mention,food offerings and wait times,60,Lunch,"la cabane des robinson, le pays des contes de fees, its a small world",,,,12,Male,yes,yes,never,does not apply did not have a plan,,yes,,yes,Indiana Jones and Big thunder mountain railroad,yes,,no,,,if lauchurd que le temps d'attente sait presente ausi sur le descuptif ches attractions du plant ???
81,18:15:00,4/25/2011,6,6,4,4,5,5,No,,No,,Yes, ,Good,Impossible to use it because of the sun,,,,Cowboy cookout BBQ ,Food offerings,40,Lunch and dinner,La Cabana des Robinson,,,,6,Boy,Yes,No,a few times,Closely,tired children,No,,Yes,Train de la mine,No,No time,No,,,Rendre actif le dasier guand on vent noir on se situe una attraction
81,19:20:00,4/26/2011,4,5,5,1,0,0,yes,batterie dischargee',no,,no,,just okay,information enexact,My group has not purchased any merchandise at the Disneyland Paris Resort today,Store look and feel  ,,Buzz lightyears pizza planet,,,,,,,,,,,,,,,,,,,,,,,,
81,20:18:00,4/30/2011,7,6,6,4,5,1,No,,No,,Yes,,Very Good,,"Indiana Jones Adventure Outpost, Disney Store",Store Look and Feel,150,My group has not purchased any meals or snacks at the Disneyland Paris Resort this trip,"Wait times, price",50,afternoon snack,Its a small world,,,,30,,Yes,Yes,a few times,Closely,Tired Children,No,,No,,No,Some Limited for Child,No,,,
81,,4/21/2011,4,7,6,3,2,6,yes,bonus location and maps,yes,see the wait times and change,yes,we don't know the location,good,because there is room to improve,"the emporium, thunder mesa mercantile",proximity,130,colonel hathis pizza outpost,,,,,,,,,,,,,,,,,,,,,,,,
82,,4/23/2011,4,4,4,3,4,4,No,,Yes,,No,,Good,Difficulty to read the screen because of the sun,,,,Restaurant Hakuna Matata,,,,Alices curious labyrinth,Autopia,Haunted Mansion,,30,Female,Yes,No,Never,Closely,Long waits and tired children,Yes,Tarros Chapelier and Autopia,No,,,,No,,,
